dataAtualizacao,dataPublicacaoPncp,cnpj,quantidade,valorTotal,anoPca,razaoSocial,poder,esfera
2025-01-17T15:31:27,2025-01-17T15:31:27,41464724000173,128,1637749.83,2025,SECRETARIA DA AGRICULTURA E DA PESCA - SAP,E,M
2024-12-31T10:47:15,2024-12-31T10:47:15,41545112000105,14,2914900.0,2025,MUNICIPIO DE ITAITINGA - CAMARA MUNICIPAL,L,M
2025-07-15T15:33:35,2024-09-27T10:47:41,41563628000182,5457,185867934.11,2025,MUNICIPIO DE ITAITINGA,N,M
2025-01-17T15:55:46,2025-01-17T15:55:46,41683884000103,921,12206107.24,2025,SECRETARIA MUNICIPAL DE TRABALHO E DESENVOLVIMENTO SOCIAL,E,M
2025-01-17T15:19:35,2025-01-17T15:19:35,41714199000105,161,642839.98,2025,AUTARQUIA MUNICIPAL DE TRANSITO E TRANSPORTE RODOVIARIO E URBANO DE AMONTADA - AMTT,E,M
2025-06-25T09:50:50,2025-05-05T10:56:28,41814509000155,35,21470134.89,2025,AGENCIA REGULADORA DE SERVICOS PUBLICOS DO MUNICIPIO DE SAO PAULO SP REGULA,E,M
2025-01-17T15:30:09,2025-01-17T15:30:09,41851556000179,193,1245665.82,2025,"SECRETARIA DE ADMINISTRACAO, PLANEJAMENTO E FINANCAS",E,M
2024-05-14T16:51:47,2024-05-14T16:46:28,42147611000107,125,5989392.08,2025,CONSELHO REGIONAL DE MEDICINA VETERINARIA DO ESTADO DO RIO DE JANEIRO (CRMV - RJ ),E,F
2024-12-20T12:27:37,2024-12-20T07:27:12,30649011000168,362,2372807.52,2025,SERVICO MUNICIPAL DE AGUA E ESGOTO - SEMAE,E,M
2024-08-20T10:04:49,2024-08-13T08:21:15,30753960000193,1705,47581024.7126,2025,SERVICO AUTONOMO DE AGUA E ESGOTO DO MUNICIPIO DE VIDEIRA,E,M
2024-11-28T11:57:57,2024-11-28T11:57:57,30762050000177,64,20967104.67,2025,SECRETARIA DE EDUCACAO,E,M
2024-08-08T08:48:55,2024-08-08T08:48:54,30815352000166,591,17427861.5864,2025,SECRETARIA MUNICIPAL DA EDUCACAO,E,M
2025-07-11T07:44:30,2024-05-14T10:06:20,30882308000179,1381,333402970.05,2025,SECRETARIA MUNICIPAL DE EDUCACAO DE PRESIDENTE KENNEDY,E,M
2025-01-20T09:22:10,2025-01-20T09:22:10,30957002000134,86,136511.2655,2025,CMTV DA POLICIA MILITAR,E,E
2025-01-09T10:45:07,2025-01-09T10:45:07,30996747000102,499,6141127.7041,2025,SECRETARIA MUNICIPAL DE EDUCACAO,E,M
2024-11-26T13:35:50,2024-11-26T13:35:50,31417180000135,14,3450100.0,2025,INSTITUTO MUNICIPAL DE PREVIDENCIA DE SERTAOZINHO - SERTPREV,E,M
2025-02-11T09:30:42,2025-01-02T12:02:50,31472481000161,202,1260793.1,2025,AUTARQUIA DE TRANSITO MUNICIPAL DE ICAPUI,E,M
2024-12-30T14:02:32,2024-12-30T13:56:00,31505027000160,532,480139432.01,2025,MUNICIPIO DE QUISSAMA,N,M
2025-06-10T15:48:32,2025-06-04T14:57:52,31692289000180,258,2247268.21,2025,FUNDACAO UNIVERSIDADE  ABERTA DA TERCEIRA IDADE,E,E
2025-03-20T07:01:34,2024-12-27T16:43:10,31723265000141,67,7604315.0,2025,CAMARA MUNICIPAL DE CACHOEIRO DE ITAPEMIRIM,L,M
2025-06-17T10:46:16,2024-11-28T11:04:36,31724173000186,251,69208508.07,2025,"SECRETARIA MUNICIPAL DE AGRICULTURA, ABASTECIMENTO, CENTRO E COMERCIO INFORMAL - SEMACC",E,M
2024-11-30T12:20:15,2024-11-30T12:20:15,31846918000180,297,1695352.9,2025,CAMARA MUNICIPAL DE ITATIAIA,L,M
2025-07-17T16:11:00,2024-11-21T11:00:47,32095317000145,59,1086613.81,2025,CONSELHO REGIONAL DE TECNICOS EM RADIOLOGIA DA 4 REGIAO,E,F
2024-12-10T16:42:12,2024-12-10T16:42:12,32308233000142,76,352418.73,2025,CIMOG - CONSORCIO INTERMUNICIPAL DA BAIXA MOGIANA,E,N
2025-02-21T08:58:53,2025-02-21T08:58:53,32370759000152,79,191054368.32,2025,FUNDACAO MUNICIPAL DE SAUDE DE PONTA GROSSA,E,M
2024-12-30T14:58:14,2024-12-30T14:58:14,32399677000130,36,795973.53,2025,FUNDAO CAMARA MUNICIPAL,L,M
2025-05-15T17:17:24,2025-05-15T17:17:24,32621983000170,367,11584950.89,2025,"SECRETARIA DE ESTADO DE CIENCIA,TECNOLOGIA E INOVACAO DO DISTRITO FEDERAL",E,D
2025-04-07T10:18:39,2024-12-19T08:58:58,32784905000196,189,1014280185.65,2025,CONSELHO REGIONAL DOS TECNICOS INDUSTRIAIS DA BAHIA - CRT-BA,E,F
2025-07-03T16:41:53,2025-07-03T16:41:53,32795877000102,296,4757595.51,2025,SECRETARIA DE ESTADO DE ATENDIMENTO A COMUNIDADE DO DISTRITO FEDERAL,E,D
2024-07-23T10:50:00,2024-07-23T10:50:00,32858383000120,228,2530151.8588,2025,CANINDE DE SAO FRANCISCO CAMARA MUNICIPAL DE VEREADORES,L,M
2025-04-30T16:29:51,2024-10-11T15:08:56,32951498000164,74,156897.96,2025,AUTARQUIA MUNICIPAL DE MEIO AMBIENTE DE IRAUCUBA - AMMAI,E,M
2025-02-17T14:26:39,2024-04-17T16:33:26,33093248000101,6,10870890.7,2025,CONSELHO REGIONAL DOS TECNICOS INDUSTRIAIS DO ESTADO DE SAO PAULO,E,F
2025-01-20T09:18:02,2025-01-20T09:14:39,33189445000110,175,8110074.0,2025,SECRETARIA DE ESTADO DE PROGRAMAS ESTRATEGICOS - SEPE,E,E
2025-07-15T15:26:13,2025-01-08T11:55:31,33209263000164,56,1677842.25,2025,CONSELHO REGIONAL DE MEDICINA VETERINARIA DO TOCANTINS,E,F
2024-12-31T10:08:20,2024-12-31T10:08:20,33307604000134,174,10470516.99,2025,INSTITUTO DE TERRAS DO ESTADO DO TOCANTINS,E,E
2025-03-18T09:06:58,2025-01-01T08:15:58,33331596000161,21,11996639.16,2025,CAMARA MUNICIPAL DE URUACU GO,L,M
2025-07-09T18:35:29,2024-05-14T10:31:17,33519114000100,1456,68835519.8912,2025,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA - UFDPAR,E,F
2025-07-09T15:44:45,2025-07-09T15:44:28,33524869000194,1009,4335369.54,2025,ADMINISTRACAO REGIONAL DO GAMA,E,D
2025-04-11T15:55:13,2024-11-28T09:35:51,33531234000114,27,1334935.86,2025,FUNDO MUNICIPAL DO TRABALHO,E,M
2025-01-10T14:24:34,2025-01-10T14:24:34,33595623000103,186,1020795.5,2025,AGENCIA ESTADUAL DE MINERACAO DO TOCANTINS - AMETO,E,E
2025-06-26T18:02:31,2024-05-10T14:54:11,33654831000136,414,98552433.3444,2025,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO-CNPQ,E,F
2025-05-09T09:07:51,2024-11-14T15:40:45,33661414000110,52,14270509.36,2025,CONSELHO REGIONAL DE FARMACIA DO EST DO RIO DE JANEIRO,E,F
2025-02-27T12:42:36,2025-02-27T12:42:36,33673237000192,82,3702172.0,2025,CONSELHO REGIONAL DE SERVICO SOCIAL - 7 REGIAO,E,F
2025-06-16T15:30:10,2024-05-02T12:04:12,33874330000165,121,16038279.77,2025,CONSELHO FEDERAL DE SERVICO SOCIAL,E,F
2025-03-06T18:04:25,2025-01-09T16:27:28,33877904000159,3,35730.0,2025,"SECRETARIA DE ESTADO DAS MULHERES, DA JUVENTUDE, DA IGUALDADE RACIAL E DOS DIREITOS HUMANOS (SEMJIDH)",E,E
2025-05-19T15:49:16,2025-05-19T15:49:16,33944019000145,369,71338713.49,2025,SECRETARIA DE ESTADO DE PROTECAO DA ORDEM URBANISTICA DO DISTRITO FEDERAL - DF LEGAL.,E,D
2025-07-14T19:22:16,2024-04-19T17:38:37,34023077000107,1046,168106370.9801,2025,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,E,F
2025-05-21T16:53:47,2025-05-21T16:53:47,34167066000192,545,16136071.26,2025,JUNTA COMERCIAL INDUSTRIAL E SERVICOS DO DISTRITO FEDERAL JUCIS-DF,E,D
2025-05-28T11:34:25,2025-05-28T11:34:25,34476077000154,24,1215500.0,2025,CAMARA MUNICIPAL DE SAO MIGUEL DO GUAPORE,L,M
2025-07-04T11:05:32,2024-10-14T14:13:43,34481804000171,206,7852298.6696,2025,INST DE PREV ASSIST DOS SERVIDORES DO MUN DE P VELHO,E,M
2025-07-16T13:46:08,2025-04-08T10:38:20,34570820000130,3812,208368060.53,2025,FUNDACAO CENTRO DE CONTROLE DE ONCOLOGIA,E,E
2025-07-17T13:14:24,2024-05-10T12:27:58,34621748000123,7506,1670562578.118,2025,UNIVERSIDADE FEDERAL DO PARA,E,F
2024-12-17T11:04:22,2024-12-17T11:04:22,34626416000131,21,45606897.48,2025,MUNICIPIO DE NOVO REPARTIMENTO,N,M
2025-05-20T11:40:30,2025-05-20T11:40:30,34801298000150,679,1564811.7953,2025,FUNDO MUNICIPAL DE EDUCACAO DE ARAGUANA - TO (FME),E,M
2024-10-30T20:44:56,2024-10-30T20:44:56,34812669000108,50,1308071.6,2025,TRIBUNAL DE JUSTICA DO ESTADO DE RORAIMA,J,E
2025-02-20T15:57:15,2025-01-23T16:43:08,34906284000100,142,48191341.11,2025,FUNDACAO ESTATAL DE SAUDE DE NITEROI - FESAUDE,E,M
2024-05-24T10:45:04,2024-05-24T10:45:04,34909476000161,15,2316000.0,2025,CONSORCIO INTERMUNICIPAL DA REGIAO DE SAUDE DE ITAPEVA,E,N
2024-11-14T15:16:17,2024-11-14T15:13:52,34918342000107,203,2660078.0816,2025,CONSELHO REGIONAL DE NUTRICIONISTAS DA 7 REGIAO,E,F
2025-06-23T17:49:56,2025-06-23T17:49:56,34925206000144,2,4281000.0,2025,MUNICIPIO DE PORTO GRANDE,N,M
2024-12-19T20:01:23,2024-12-19T20:01:23,34927285000122,78,1937583.0,2025,INSTITUTO DE PESQUISAS CIENTIFICAS E TECNOLOGICAS DO ESTA-DO DO AMAPA,E,E
2024-12-19T19:33:52,2024-12-19T19:33:52,34943480000146,197,3272893.48,2025,POLICIA TECNICO CIENTIFICA,E,E
2024-09-16T17:17:06,2024-09-16T17:17:06,35048396000121,68,2889000.0,2025,MUNICIPIO DE MERUOCA/CAMARA MUNICIPAL,L,M
2025-06-11T18:47:04,2025-06-11T18:47:04,35049378000164,193,1314469.237,2025,MUNICIPIO DE VARJOTA/CAMARA MUNICIPAL,L,M
2024-10-16T16:46:23,2024-10-09T10:40:31,35050756000120,3588,44206040.62,2025,MUNICIPIO DE FORTIM,N,M
2024-12-24T09:40:57,2024-12-24T09:40:57,35186519000190,12,972500.0,2025,MUNICIPIO DE ALCANTARA - CAMARA MUNICIPAL,L,M
2025-06-25T11:29:04,2024-12-30T15:40:24,35246981000136,36,2415864.0,2025,CONSORCIO PUBLICO DE MANEJO DOS RESIDUOS SOLIDOS DA REGIAO DO SERTAO CENTRAL,E,N
2024-12-30T16:02:35,2024-06-26T09:33:55,35329242000108,119,35698808.81,2025,PROCURADORIA GERAL DO ESTADO,E,E
2025-03-27T11:21:20,2025-03-18T11:55:23,35562321000164,258,3712863.19,2025,FUNDACAO DE AMPARO A PESQUISA DE ALAGOAS,E,E
2025-02-04T17:47:22,2025-02-04T17:47:22,35667377000183,2,1864162.1,2025,MUNICIPIO DE DORMENTES,N,M
2025-06-05T08:24:02,2025-06-05T08:24:02,35669753000179,47,18740569.72,2025,AUTARQUIA MUNICIPAL DE MOBILIDADE DE PETROLINA - AMMPLA,E,M
2024-10-29T14:02:25,2024-10-29T14:02:25,35734318000180,121,23529520.19,2025,TRIBUNAL REGIONAL DO TRABALHO DA 19 REGIAO,J,F
2025-07-11T10:48:38,2024-06-13T15:53:56,35840659000130,3694,35949525.2396,2025,UNIVERSIDADE FEDERAL DE JATAI,E,F
2025-07-08T10:39:50,2024-10-01T10:22:42,35854176000195,379,16559749.23,2025,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,E,F
2025-04-29T13:25:21,2025-01-30T14:40:17,35980881000139,475,615850.8166,2025,AGENCIA GERENCIADORA DE INSPECAO DO MATADOURO MUNICIPAL DE CAMPO ALEGRE DO ESTADO DE ALAGOAS- AGIMCA,E,M
2025-02-27T12:04:15,2025-02-27T12:04:15,36187727000177,2,326263.26,2025,FUNDO MUNICIPAL DE SEGURANCA E DEFESA SOCIAL - FUNSEDES,E,M
2025-01-29T13:49:42,2025-01-29T13:49:42,36862373000119,591,3964091.829,2025,CRISTALINA CAMARA MUNICIPAL,L,M
2025-06-11T09:53:39,2024-05-28T13:53:22,36863108000155,233,1188700.3,2025,INST DE PREV E ASS DOS SERV DO MUN DE LUZIANIA GO,E,M
2025-07-01T16:08:52,2024-05-10T16:00:56,37115375000107,415,116342253.32,2025,MINISTERIO DO MEIO AMBIENTE,E,F
2025-06-27T14:56:48,2024-04-17T14:47:06,37115375000700,257,61873891.48,2025,MINISTERIO DO MEIO AMBIENTE,E,F
2025-06-26T10:18:43,2024-04-09T15:30:47,37115383000153,502,163245512.44,2025,MINISTERIO DE MINAS E ENERGIA,E,F
2024-12-09T09:31:43,2024-12-03T12:24:05,37115409000163,93,21198011.18,2025,TRIBUNAL REGIONAL DO TRABALHO DA 24 REGIAO,J,F
2025-07-09T12:30:40,2024-12-09T16:07:33,37115425000156,63,15056227.47,2025,TRIBUNAL REGIONAL DO TRABALHO DA 23 REGIAO,J,F
2025-02-17T08:05:16,2025-02-17T08:05:16,37115482000135,201,7647131.11,2025,POLICIA CIVIL DO DISTRITO FEDERAL,E,D
2024-11-26T16:46:43,2024-11-26T16:44:51,37212719000104,200,54029030.071,2025,MUNICIPIO DE NOVA ALVORADA DO SUL,N,M
2025-02-19T16:43:39,2025-02-19T16:43:39,37344603000110,145,672420.0967,2025,CAMARA MUNICIPAL DE SANDOLANDIA,L,M
2025-06-26T15:40:49,2024-11-13T07:26:59,38178825000173,385,50198059.0,2025,UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS - UFNT,E,F
2025-01-09T13:58:19,2024-08-06T13:33:14,38515961000101,44,885203.22,2025,CAMARA MUNICIPAL DE SANTANA DO PARAISO,L,M
2025-04-16T15:57:44,2025-01-28T11:31:19,39223706000158,113,2419889.56,2025,CAMARA MUNICIPAL DE RIO DAS OSTRAS,L,M
2024-12-19T14:25:11,2024-12-19T14:17:27,39485396000140,172,194137174.09,2025,MUNICIPIO DE JAPERI,N,M
2024-12-30T11:14:32,2024-12-30T10:26:54,40465813000171,17,573686.0,2025,CONSORCIO DE TURISMO INTERMUNICIPAL DA REGIAO TURISTICA MARAVILHAS DO RIO GRANDE,E,N
2024-06-26T09:25:17,2024-06-26T09:25:17,41230103000125,584,58946268.95,2025,"SECRETARIA DE CIENCIA, TECNOLOGIA E INOVACAO",E,E
2025-01-02T21:03:15,2025-01-02T21:03:15,41342262000111,35,1312558.9,2025,MUNICIPIO DE DEPUTADO IRAPUAN PINHEIRO - CAMARA MUNICIPAL,L,M
2025-01-31T11:06:59,2025-01-17T15:50:18,41593983000102,398,8666196.99,2025,SECRETARIA DO TURISMO E DESENVOLVIMENTO ECONOMICO,E,M
2024-11-06T14:31:12,2024-11-06T14:31:12,41774399000145,142,651140.48,2025,CAMARA MUNICIPAL DE MONTE SIAO,L,M
2024-05-14T09:11:22,2024-05-14T09:11:22,41879123000121,28,314200.0,2025,CAMARA MUNICIPAL DE ITUTINGA,L,M
2025-07-15T16:08:51,2024-05-10T14:31:09,42354068000119,76,20411244.06,2025,SUPERINTENDENCIA DE SEGUROS PRIVADOS,E,F
2025-07-14T12:24:45,2024-05-17T11:54:21,42414284000102,214,31465084.824,2025,COLEGIO PEDRO II,E,F
2025-07-17T00:01:15,2024-05-16T13:45:30,42498600000171,36445,57068663677.5723,2025,ESTADO DO RIO DE JANEIRO,N,E
2025-07-14T19:37:35,2024-06-05T10:41:45,42519488000108,228,16879613.75,2025,FUNDACAO CASA DE RUI BARBOSA,E,F
2024-12-26T16:17:23,2024-12-26T16:11:56,42785238000110,1,700.0,2025,CAMARA MUNICIPAL DE SAO JOSE DA LAPA,L,M
2024-12-19T19:05:01,2024-12-19T19:05:01,43465459000173,319,189658245.1932,2025,MUNICIPIO DE AMPARO,N,M
2025-01-03T11:14:08,2025-01-03T11:14:08,43759190000138,254,1378506.1824,2025,DEPARTAMENTO DE AGUA E ESGOTO DE ARACATUBA,E,M
2025-07-11T15:04:16,2024-06-28T17:03:01,43828151000145,322,337217870.8609,2025,FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO,E,E
2024-12-18T15:55:51,2024-12-18T15:55:51,44392215000170,29,112330599.14,2025,UNIVERSIDADE MUNICIPAL DE SAO CAETANO DO SUL,E,M
2025-05-23T14:42:04,2025-05-23T14:42:04,44405967000129,64,51117290.8,2025,SERVICO AUTONOMO DE AGUA E ESGOTOS DE BEBEDOURO,E,M
2024-11-14T22:04:34,2024-11-14T22:03:36,44407989000128,125,15566425.9999,2025,CONSELHO REGIONAL DE NUTRICIONISTAS 3 REGIAO,E,F
2025-06-30T14:03:44,2025-05-26T16:02:17,44430783000119,82,42050929.07,2025,MUNICIPIO DE BILAC,N,M
2025-07-17T15:39:12,2024-11-12T14:48:24,44435121000131,1285,44546668.97,2025,MUNICIPIO DE BURITAMA,N,M
2024-10-07T15:05:25,2024-09-18T15:44:57,44478196000108,34,2573900.605,2025,CAMARA MUNICIPAL DE MARILIA,L,M
2025-06-03T10:23:47,2025-06-03T10:23:44,44529592000109,1070,6942760.41,2025,MUNICIPIO DE GUAIMBE,N,M
2025-06-10T10:07:22,2025-06-10T10:07:22,44555027000116,894,37829880.95,2025,MUNICIPIO DE PIRAJUI,N,M
2024-12-04T11:16:10,2024-12-04T11:16:10,44733608000109,90,459558504.06,2025,MUNICIPIO DE INDAIATUBA,N,M
2025-01-24T15:25:23,2025-01-24T15:25:23,44780609000104,296,286781980.29,2025,MUNICIPIO DE BARRETOS,N,M
2025-07-08T11:58:12,2024-11-22T13:17:45,44855443000130,768,62830984.07,2025,MUNICIPIO DE MARTINOPOLIS,N,M
2025-04-23T10:00:43,2025-01-17T12:28:50,44919918000104,381,159998214.28,2025,MUNICIPIO DE LUCELIA,N,M
2024-08-14T15:12:14,2024-08-14T15:12:14,45093267000109,595,22315896.25,2025,MUNICIPIO DE BADY BASSITT,N,M
2025-06-10T10:21:44,2025-06-10T10:20:50,45122603000102,3623,183585425.2683,2025,MUNICIPIO DE CATANDUVA,N,M
2025-06-27T19:57:36,2025-06-27T19:57:36,45126992000136,85,24566000.0,2025,MUNICIPIO DE PALMARES PAULISTA,N,M
2025-03-05T10:38:32,2025-03-05T10:38:20,45141132000171,2418,80542728.13,2025,MUNICIPIO DE JOSE BONIFACIO,N,M
2025-06-10T17:23:41,2025-06-10T17:23:38,45142353000164,1359,12282024.65,2025,MUNICIPIO DE BALSAMO,N,M
2025-06-11T12:27:14,2025-06-11T12:27:11,45142684000102,1253,12860115.36,2025,MUNICIPIO DE JACI,N,M
2025-06-13T09:57:43,2025-06-13T09:57:40,45157104000142,1318,36304754.2558,2025,MUNICIPIO DE TANABI,N,M
2024-12-26T11:53:55,2024-08-15T13:47:00,45158193000141,4012,20486755.0586,2025,MUNICIPIO DE IBIRA,N,M
2024-12-20T13:39:27,2024-12-20T13:33:05,45176153000122,3683,52859233.83,2025,UNIVERSIDADE DE TAUBATE,E,M
2024-12-18T12:16:12,2024-12-18T12:15:57,45189305000121,2370,223468399.19,2025,MUNICIPIO DE CACAPAVA,N,M
2025-05-14T13:51:05,2025-05-08T15:37:11,45195823000158,452,25409926.2,2025,MUNICIPIO DE SAO BENTO DO SAPUCAI,N,M
2024-12-18T15:31:52,2024-12-18T15:30:45,45226214000119,6586,847416508.2664,2025,MUNICIPIO DE PINDAMONHANGABA,N,M
2025-05-13T17:39:38,2025-05-13T17:39:38,45279635000108,655,949474689.0029,2025,MUNICIPIO DE ATIBAIA,N,M
2025-04-01T19:58:25,2025-04-01T19:56:09,45279643000154,11163,36730947.99,2025,MUNICIPIO DE NAZARE PAULISTA,N,M
2025-02-14T08:02:15,2025-02-14T08:02:15,45289329000152,143,56932580.07,2025,SERVICO AUTONOMO DE AGUA E ESGOTO DE BARRETOS,E,M
2025-03-17T16:34:31,2025-03-17T16:34:13,45299104000187,2216,166754827.9172,2025,MUNICIPIO DE BATATAIS,N,M
2024-05-06T09:18:37,2024-05-06T09:05:11,45323474000102,874,26200366.0338,2025,MUNICIPIO DE ARAMINA,N,M
2025-01-14T09:44:04,2025-01-14T09:44:04,45351749000111,448,162040384.4,2025,MUNICIPIO DE ORLANDIA,N,M
2025-01-08T16:00:16,2025-01-08T15:59:32,45353299000104,3720,43986451.47,2025,MUNICIPIO DE GUARA,N,M
2025-07-15T15:52:26,2024-11-01T16:01:37,45479391000107,702,10663147.66,2025,SERVICO AUTONOMO DE AGUA E ESGOTO DE PORTO FELIZ,E,M
2024-12-27T13:27:35,2024-12-18T10:33:44,45728326000178,2428,24708828.29,2025,MUNICIPIO DE GUAPIACU,N,M
2025-03-12T13:52:04,2025-03-12T13:51:46,45735461000140,2911,21614357.97,2025,MUNICIPIO DE ITOBI,N,M
2025-07-17T08:22:45,2024-12-30T14:01:59,45749819000194,3163,76198562.3286,2025,MUNICIPIO DE SANTA RITA DO PASSA QUATRO,N,M
2025-02-13T16:54:15,2024-12-19T16:27:12,45787678000102,574,351122386.87,2025,MUNICIPIO DE VALINHOS,N,M
2024-12-12T14:17:48,2024-12-12T14:17:48,46000451000120,60,33826.0,2025,SALESOPOLIS CAMARA MUNICIPAL,L,M
2024-10-10T07:03:12,2024-10-10T07:03:04,46137444000174,2000,47232294.5681,2025,MUNICIPIO DE AGUDOS,N,M
2024-09-23T15:31:08,2024-09-23T15:31:08,46137451000176,353,41615424.94,2025,MUNICIPIO DE PIRATININGA,N,M
2025-05-13T10:44:44,2025-05-13T10:44:44,46172888000140,398,134287846.59,2025,MUNICIPIO DE BARRA BONITA,N,M
2024-12-19T16:05:04,2024-12-19T16:05:04,46177523000109,109,658067383.0,2025,MUNICIPIO DE SAO VICENTE,N,M
2025-07-10T17:07:04,2024-12-31T09:30:11,46177531000155,724,1430530939.77,2025,MUNICIPIO DE PRAIA GRANDE,N,M
2025-06-17T11:19:10,2025-06-17T11:19:07,46187506000152,1004,20892286.69,2025,MUNICIPIO DE GUARANTA,N,M
2024-12-13T22:10:31,2024-12-13T22:10:31,46200846000176,114,156217600.0,2025,MUNICIPIO DE LENCOIS PAULISTA,N,M
2024-08-05T10:31:38,2024-08-05T10:30:39,46223731000105,1161,8903705.25,2025,MUNICIPIO DE SARUTAIA,N,M
2024-12-30T12:50:14,2024-12-30T12:47:46,46223764000147,3500,15114193.12,2025,MUNICIPIO DE OLEO,N,M
2025-06-11T11:33:34,2025-06-11T11:33:32,46227849000101,1563,9178953.14,2025,MUNICIPIO DE PONGAI,N,M
2025-05-23T07:58:02,2025-05-23T07:58:02,46313714000150,603,60477061.48,2025,MUNICIPIO DE ITIRAPINA,N,M
2025-06-10T08:22:09,2025-04-16T09:46:32,46319000000150,16,8316590.89,2025,MUNICIPIO DE GUARULHOS,N,M
2024-06-28T18:54:20,2024-06-28T18:39:48,46375200000120,75,61486200.0,2025,SECRETARIA DE LOGISTICA E TRANSPORTES,E,E
2024-06-28T17:31:50,2024-06-26T17:51:10,46381000000180,1610,273574919.035,2025,SECRETARIA DA JUSTICA E DA DEFESA DA CIDADANIA,E,E
2024-09-26T11:13:59,2024-09-26T11:09:57,46392130000118,92,159464258.58,2025,SECRETARIA MUNICIPAL DA FAZENDA,E,M
2025-01-28T20:08:12,2025-01-28T20:05:42,16539070000152,78,999500.0,2025,FUNDO MUNICIPAL DE DEFESA CIVIL,E,M
2025-07-03T11:52:47,2025-07-03T11:52:47,16615705000153,881,1651515.22,2025,ADMINISTRACAO REGIONAL DO LAGO SUL - RA XVI,E,D
2025-07-09T14:09:34,2025-01-29T13:33:52,16726028000140,224,48044614.68,2025,MUNICIPIO DE CAPITOLIO,N,M
2025-07-17T15:09:43,2025-07-17T15:09:43,16730568000106,305,561485.15,2025,ADMINISTRACAO REGIONAL DE CANDANGOLANDIA,E,D
2025-06-13T16:54:20,2025-06-13T16:54:20,16783043000120,940,1520515111.22,2025,ADMINISTRACAO REGIONAL DO RIACHO FUNDO I,E,D
2024-12-13T13:45:57,2024-12-13T13:45:13,16829640000149,4006,486446789.14,2025,MUNICIPIO DE ARAGUARI,N,M
2025-07-10T16:05:30,2025-04-08T16:00:22,16834893000100,283,30079483.17,2025,AGENCIA DE DEFESA  AGROPECUARIA E FLORESTAL DO ESTADO DO AMAZONAS,E,E
2025-01-20T09:16:27,2025-01-20T09:14:11,16863657000112,193,1072717.374,2025,FUNDACAO DA MEMORIA REPUBLICANA BRASILEIRA,E,E
2025-07-04T09:31:48,2025-07-04T09:28:48,16863664000114,46,6555706.93,2025,CONSELHO REGIONAL DE ADMINISTRACAO DE MINAS GERAIS,E,F
2025-06-16T14:53:38,2024-04-08T08:55:40,16888315000157,1356,39629311.98,2025,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,E,F
2025-07-07T08:36:56,2024-05-13T13:02:52,16899018000107,1767,105500140.03,2025,FMAS-FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE PRES. KENNEDY,E,M
2025-05-13T17:00:39,2025-05-13T17:00:39,17122595000150,471,2438813.11,2025,ADMINISTRACAO REGIONAL DA FERCAL,E,D
2025-07-14T14:37:52,2024-11-08T15:35:19,17254509000163,198,97992922.45,2025,CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE MINAS GERAIS,E,F
2025-01-28T12:33:34,2024-12-27T08:39:56,17359252000104,93,95818.4336,2025,PORTO VERA CRUZ CAMARA DE VEREADORES,L,M
2025-05-13T14:28:19,2025-05-13T14:28:19,17380275000109,133,1388000.0,2025,GABINETE DO PREFEITO,E,M
2025-06-13T17:03:49,2025-06-13T17:03:49,17387125000119,324,5845000.0,2025,SECRETARIA MUNICIPAL DE ADMINISTRACAO,E,M
2025-07-11T11:15:24,2025-07-11T11:15:09,17387148000123,2231,142905298.0011,2025,SECRETARIA MUNICIPAL DA EDUCACAO,E,M
2025-01-07T15:23:13,2025-01-06T15:20:55,17470060000170,63,1976000.0,2025,FUNDACAO DO MEIO AMBIENTE DE CAMBORIU,E,M
2024-08-23T20:12:10,2024-08-23T20:12:10,17526493000109,9,2145039.7004,2025,GURUPI - SECRETARIA MUNICIPAL DE COMUNICACAO,E,M
2024-11-08T09:19:41,2024-11-08T09:19:41,17526555000174,258,8052909.6881,2025,GURUPI - SECRETARIA MUNICIPAL DE CULTURA E TURISMO,E,M
2025-07-10T09:59:18,2024-08-27T12:36:33,17527397000177,1058,103640198.4935,2025,GURUPI - SECRETARIA MUNICIPAL DE EDUCACAO,E,M
2025-01-01T09:07:28,2025-01-01T09:07:28,17590743000161,110,754166.5,2025,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO URBANO,E,M
2024-09-26T15:24:45,2024-09-20T14:47:44,17694845000127,836,22071042.2,2025,MUNICIPIO DE AUGUSTO DE LIMA,N,M
2025-03-11T12:06:05,2024-12-11T17:23:51,17709197000135,3363,211349651.24,2025,MUNICIPIO DE ALEM PARAIBA,N,M
2024-10-08T17:42:39,2024-10-08T17:42:39,17714486000122,102,26935568.2116,2025,SERVICO DE AGUA E SANEAMENTO  - SAS,E,M
