numero_controle,contract_id,missing_fields_count,missing_fields
07954480000179-1-008755/2025,1222329,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008756/2025,1222330,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008765/2025,1222331,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008766/2025,1222332,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008768/2025,1222333,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008807/2025,1222334,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008852/2025,1227919,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008853/2025,1228446,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008854/2025,1228447,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008855/2025,1228448,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008856/2025,1228449,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008862/2025,1228450,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008864/2025,1228451,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008886/2025,1228452,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008974/2025,1233552,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008975/2025,1233553,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008976/2025,1233554,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008977/2025,1233555,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008978/2025,1233556,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008981/2025,1233557,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008986/2025,1233558,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008991/2025,1233559,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-008997/2025,1233560,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009008/2025,1232958,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009048/2025,1233561,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009130/2025,1154688,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009131/2025,1155047,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009132/2025,1155048,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009133/2025,1155049,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009134/2025,1155050,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009137/2025,1155051,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009140/2025,1155052,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009184/2025,1239786,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009250/2025,1244183,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009251/2025,1244184,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009252/2025,1244185,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009253/2025,1244186,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009254/2025,1244187,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009255/2025,1244188,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009256/2025,1244189,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009257/2025,1244190,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009258/2025,1244191,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009259/2025,1244192,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009260/2025,1244193,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009261/2025,1244194,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009269/2025,1244195,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009270/2025,1244196,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009273/2025,1244197,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009274/2025,1244198,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009275/2025,1244199,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009289/2025,1245203,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009371/2025,1246506,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009372/2025,1246507,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009373/2025,1246508,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009374/2025,1246509,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009375/2025,1246510,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009376/2025,1246511,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009377/2025,1246512,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009378/2025,1246299,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009380/2025,1247221,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009401/2025,1246513,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009410/2025,1246514,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009503/2025,1248313,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009504/2025,1248314,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009505/2025,1248315,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009506/2025,1248316,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009514/2025,1248074,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009536/2025,1248317,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009679/2025,1251058,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009680/2025,1249989,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009681/2025,1249990,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009682/2025,1249991,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009683/2025,1249992,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009684/2025,1249993,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009685/2025,1251059,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009686/2025,1251060,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009688/2025,1251061,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009689/2025,1251062,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009690/2025,1251063,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009692/2025,1251064,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009693/2025,1251065,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009694/2025,1251066,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009695/2025,1251067,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009696/2025,1251068,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009697/2025,1251069,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009698/2025,1251070,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009699/2025,1251071,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009700/2025,1251072,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009701/2025,1251073,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009702/2025,1251074,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009703/2025,1249994,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009704/2025,1251075,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009706/2025,1251076,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009707/2025,1251077,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009708/2025,1251078,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009709/2025,1251079,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009710/2025,1251080,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009711/2025,1251081,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009712/2025,1251082,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009713/2025,1251083,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009714/2025,1251084,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009715/2025,1251085,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009716/2025,1251086,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009717/2025,1251087,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009718/2025,1251088,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009719/2025,1251089,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009720/2025,1251090,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009721/2025,1251091,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009722/2025,1251092,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009723/2025,1251093,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009771/2025,1255359,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009772/2025,1253095,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009773/2025,1253096,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009774/2025,1253097,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009775/2025,1253098,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009776/2025,1253099,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009777/2025,1255360,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009778/2025,1255361,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009779/2025,1255362,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009780/2025,1255363,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009781/2025,1255364,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009782/2025,1255365,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009783/2025,1255366,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009784/2025,1255367,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009785/2025,1253100,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009786/2025,1252534,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009787/2025,1253101,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009788/2025,1252535,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009789/2025,1255368,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009790/2025,1253102,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009791/2025,1253103,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009792/2025,1253104,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009793/2025,1255369,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009794/2025,1255370,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009795/2025,1253105,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009797/2025,1255371,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009798/2025,1255372,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009800/2025,1253106,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009801/2025,1255373,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009802/2025,1255374,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009803/2025,1255375,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009804/2025,1255376,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009805/2025,1255377,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009806/2025,1255378,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009808/2025,1255379,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009809/2025,1255380,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009810/2025,1255381,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009811/2025,1255382,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009812/2025,1255383,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009813/2025,1255384,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009814/2025,1255385,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009815/2025,1255386,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009817/2025,1255387,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009818/2025,1255388,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009819/2025,1255389,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009820/2025,1255390,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009822/2025,1255391,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009823/2025,1255392,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009824/2025,1255393,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009825/2025,1255394,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009826/2025,1255395,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009827/2025,1255396,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009829/2025,1255397,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009830/2025,1255398,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009832/2025,1255400,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009833/2025,1255401,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009836/2025,1255402,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009837/2025,1255403,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009838/2025,1255404,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009839/2025,1255405,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009840/2025,1255406,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009841/2025,1255407,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009842/2025,1255408,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009843/2025,1255409,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009844/2025,1255410,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009845/2025,1255411,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009846/2025,1255412,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009847/2025,1255413,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009848/2025,1255414,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009849/2025,1255415,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009850/2025,1255416,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009852/2025,1255418,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009853/2025,1255419,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009854/2025,1255420,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009855/2025,1255421,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009856/2025,1255422,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009860/2025,1259959,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009861/2025,1259960,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009862/2025,1259141,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009863/2025,1259142,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009864/2025,1259961,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009865/2025,1259143,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009866/2025,1259144,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009867/2025,1259962,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009868/2025,1259963,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009869/2025,1259964,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009870/2025,1259145,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009871/2025,1259965,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009873/2025,1259967,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009874/2025,1259146,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009875/2025,1259968,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009876/2025,1258921,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009877/2025,1259147,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009878/2025,1259148,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009879/2025,1259149,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009880/2025,1259150,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009881/2025,1259969,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009882/2025,1259970,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009942/2025,1261213,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009943/2025,1261214,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009944/2025,1261215,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009945/2025,1261216,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009946/2025,1261217,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009947/2025,1261218,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009948/2025,1261950,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009949/2025,1260996,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009950/2025,1261951,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009951/2025,1261219,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009952/2025,1261220,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009953/2025,1261952,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009954/2025,1261221,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009955/2025,1260997,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009956/2025,1261222,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009958/2025,1261954,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-009959/2025,1261955,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-022167/2024,795493,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024727/2024,1169471,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024740/2024,1176188,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024744/2024,1183134,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024746/2024,1183136,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024754/2024,1196156,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024759/2024,1202752,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024760/2024,1202753,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024762/2024,1202755,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024763/2024,1202756,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024765/2024,1209550,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024766/2024,1209551,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024767/2024,1209552,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024768/2024,1216041,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024769/2024,1216042,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024770/2024,1228453,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024771/2024,1233562,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024772/2024,1233563,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024814/2024,1155053,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024815/2024,1155054,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024816/2024,1155055,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024817/2024,1155056,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024818/2024,1239787,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024819/2024,1244200,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024820/2024,1244201,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024822/2024,1246515,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024824/2024,1248318,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024825/2024,1253107,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024826/2024,1253108,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024827/2024,1259151,2,linkProcessoEletronico;fontesOrcamentarias
07954480000179-1-024828/2024,1259152,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000110/2025,1089355,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000123/2025,1128048,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000228/2025,1216043,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000229/2025,1222335,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000231/2025,1244202,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000233/2025,1246516,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000235/2025,1248319,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000237/2025,1252536,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000238/2025,1255423,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000239/2025,1259153,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000240/2025,1259154,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000242/2025,1261223,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000243/2025,1261224,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000244/2025,1261225,2,linkProcessoEletronico;fontesOrcamentarias
07954605000160-1-000773/2024,795494,2,linkProcessoEletronico;fontesOrcamentarias
07963051000168-1-000001/2025,660284,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07963051000168-1-000001/2026,968773,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07963051000168-1-000002/2025,660285,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07963051000168-1-000003/2026,1239551,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07963051000168-1-000062/2025,1208997,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07963051000168-1-000068/2025,1246517,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07963259000187-1-000061/2025,1227920,2,linkProcessoEletronico;fontesOrcamentarias
07963259000187-1-000064/2025,1154689,2,linkProcessoEletronico;fontesOrcamentarias
07963259000187-1-000065/2025,1244203,2,linkProcessoEletronico;fontesOrcamentarias
07963259000187-1-000068/2025,1253109,2,linkProcessoEletronico;fontesOrcamentarias
07963515000136-1-000081/2025,1195604,2,linkProcessoEletronico;fontesOrcamentarias
07963515000136-1-000083/2025,1232959,2,linkProcessoEletronico;fontesOrcamentarias
07963515000136-1-000084/2025,1252446,2,linkProcessoEletronico;fontesOrcamentarias
07963861000114-1-000038/2025,1195605,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07963861000114-1-000041/2025,1215514,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07963861000114-1-000043/2025,1228454,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07974082000114-1-000047/2025,1089356,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07974082000114-1-000084/2025,1228455,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07974082000114-1-000085/2025,1228456,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07974082000114-1-000086/2025,1155057,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07974082000114-1-000089/2025,1248075,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
07977044000115-1-000124/2024,968775,2,linkProcessoEletronico;fontesOrcamentarias
07978042000140-1-000058/2025,1253110,2,linkProcessoEletronico;fontesOrcamentarias
07978042000140-1-000059/2025,1253111,2,linkProcessoEletronico;fontesOrcamentarias
